gender,age,income_bracket,occupation_group,marital_status,investment_propensity,product_amt
여,30대,3000만원미만,기타,기혼,안정형,1472000
여,20대,3000만원미만,기타,기혼,안정추구형,1577000
여,30대,3000만원미만,사무종사자,미혼,안정형,2756000
남,40대,3000만원미만,전문직,미혼,공격투자형,2314000
남,50대,3000만원미만,기타,미혼,공격투자형,2190000
남,60대,10000만원미만,서비스업,미혼,위험중립형,31814000
남,60대,10000만원미만,서비스업,미혼,안정추구형,14933000
남,60대,5000만원미만,전문직,미혼,공격투자형,6856000
남,40대,1000만원미만,사무종사자,기혼,안정형,764000
여,50대,3000만원미만,사무종사자,미혼,공격투자형,3650000
남,40대,5000만원미만,기타,미혼,적극투자형,8067000
남,20대,3000만원미만,전문직,미혼,안정추구형,1796000
여,30대,10000만원미만,서비스업,기혼,안정추구형,9499000
여,30대,10000만원미만,서비스업,기혼,안정형,10692000
남,30대,5000만원미만,자영업,기혼,공격투자형,5720000
여,30대,5000만원미만,서비스업,미혼,안정추구형,6643000
남,30대,3000만원미만,사무종사자,기혼,공격투자형,1608000
남,30대,10000만원미만,서비스업,기혼,공격투자형,12836000
여,30대,5000만원미만,사무종사자,기혼,안정형,3816000
남,30대,5000만원미만,서비스업,기혼,공격투자형,10650000
여,40대,5000만원미만,사무종사자,기혼,안정형,4288000
여,30대,1000만원미만,전문직,기혼,안정추구형,643000
여,20대,3000만원미만,자영업,기혼,적극투자형,4413000
여,60대,10000만원이상,기타,미혼,적극투자형,63150000
남,40대,10000만원이상,전문직,기혼,안정추구형,83973000
남,60대,1000만원미만,사무종사자,기혼,적극투자형,808000
여,50대,10000만원미만,기타,기혼,공격투자형,17481000
여,30대,10000만원미만,자영업,기혼,위험중립형,15611000
여,20대,5000만원미만,자영업,미혼,안정추구형,4683000
여,60대,10000만원미만,서비스업,미혼,안정형,9585000
남,30대,5000만원미만,전문직,기혼,안정형,5583000
남,20대,5000만원미만,자영업,기혼,적극투자형,6245000
남,50대,3000만원미만,전문직,기혼,공격투자형,4277000
여,20대,10000만원미만,전문직,미혼,안정형,16587000
남,20대,5000만원미만,기타,기혼,안정추구형,3504000
여,50대,1000만원미만,자영업,기혼,안정형,634000
남,30대,5000만원미만,전문직,미혼,안정추구형,6020000
여,50대,10000만원이상,서비스업,미혼,위험중립형,28386000
여,40대,3000만원미만,기타,미혼,적극투자형,4545000
남,20대,3000만원미만,전문직,기혼,적극투자형,6222000
여,60대,10000만원미만,전문직,미혼,공격투자형,21296000
여,30대,10000만원이상,자영업,기혼,안정추구형,52808000
여,50대,10000만원이상,자영업,기혼,안정형,35656000
여,40대,1000만원미만,기타,기혼,공격투자형,745000
여,30대,1000만원미만,서비스업,기혼,적극투자형,838000
여,60대,10000만원미만,서비스업,기혼,공격투자형,12526000
남,20대,5000만원미만,기타,기혼,안정형,9688000
여,30대,1000만원미만,전문직,기혼,안정형,876000
남,60대,10000만원미만,사무종사자,미혼,공격투자형,28643000
남,30대,5000만원미만,기타,미혼,안정형,4311000
여,40대,3000만원미만,전문직,기혼,적극투자형,3268000
남,50대,3000만원미만,전문직,미혼,적극투자형,3492000
남,30대,3000만원미만,기타,기혼,공격투자형,3041000
여,30대,3000만원미만,자영업,기혼,적극투자형,2502000
여,30대,1000만원미만,기타,기혼,위험중립형,431000
남,50대,3000만원미만,자영업,기혼,안정형,3462000
남,40대,10000만원이상,기타,기혼,안정추구형,34349000
여,40대,3000만원미만,자영업,기혼,공격투자형,2834000
여,60대,3000만원미만,자영업,미혼,위험중립형,1544000
여,50대,10000만원이상,기타,기혼,안정형,41232000
남,20대,1000만원미만,사무종사자,미혼,위험중립형,501000
여,60대,10000만원이상,기타,미혼,안정형,39268000
여,50대,3000만원미만,자영업,미혼,안정형,2555000
여,50대,3000만원미만,자영업,기혼,적극투자형,3877000
여,40대,10000만원미만,기타,기혼,안정형,8646000
여,60대,10000만원미만,자영업,미혼,안정추구형,21759000
여,30대,5000만원미만,자영업,미혼,공격투자형,4820000
여,40대,5000만원미만,기타,기혼,안정형,4887000
남,40대,5000만원미만,사무종사자,기혼,공격투자형,7991000
여,30대,3000만원미만,기타,기혼,적극투자형,1850000
여,40대,10000만원이상,서비스업,기혼,적극투자형,32801000
여,60대,1000만원미만,기타,미혼,안정형,455000
남,50대,3000만원미만,사무종사자,기혼,공격투자형,2098000
남,30대,3000만원미만,사무종사자,기혼,위험중립형,4037000
여,50대,5000만원미만,서비스업,미혼,위험중립형,4967000
여,20대,1000만원미만,기타,미혼,안정형,399000
남,30대,5000만원미만,전문직,미혼,안정형,4915000
남,30대,10000만원미만,서비스업,기혼,적극투자형,18296000
여,40대,10000만원미만,자영업,미혼,위험중립형,12050000
여,30대,5000만원미만,자영업,미혼,공격투자형,7721000
여,40대,5000만원미만,사무종사자,기혼,안정형,7346000
남,40대,3000만원미만,서비스업,기혼,적극투자형,1686000
남,60대,1000만원미만,자영업,기혼,안정추구형,599000
남,30대,10000만원미만,기타,기혼,안정추구형,16932000
남,60대,1000만원미만,서비스업,기혼,위험중립형,797000
남,30대,1000만원미만,기타,기혼,안정형,1092000
여,60대,1000만원미만,기타,기혼,위험중립형,1622000
여,50대,10000만원미만,서비스업,미혼,안정추구형,9912000
남,40대,1000만원미만,자영업,미혼,적극투자형,889000
여,40대,3000만원미만,서비스업,기혼,위험중립형,1910000
남,20대,3000만원미만,사무종사자,기혼,공격투자형,4613000
남,40대,3000만원미만,자영업,기혼,안정추구형,2048000
여,40대,3000만원미만,사무종사자,기혼,안정형,1767000
여,40대,1000만원미만,전문직,미혼,안정추구형,513000
남,20대,10000만원미만,서비스업,미혼,위험중립형,10237000
여,40대,10000만원미만,전문직,기혼,공격투자형,26443000
여,60대,3000만원미만,자영업,미혼,위험중립형,3213000
여,60대,5000만원미만,서비스업,기혼,안정형,5930000
남,40대,3000만원미만,기타,기혼,안정형,2937000
여,40대,3000만원미만,자영업,기혼,공격투자형,3658000
남,60대,10000만원이상,사무종사자,기혼,안정추구형,21460000
남,60대,5000만원미만,서비스업,기혼,위험중립형,4916000
여,30대,10000만원미만,전문직,기혼,적극투자형,19954000
여,40대,3000만원미만,서비스업,기혼,안정형,1960000
여,40대,1000만원미만,기타,기혼,안정형,585000
남,40대,1000만원미만,서비스업,기혼,적극투자형,1057000
남,30대,5000만원미만,사무종사자,미혼,안정형,7173000
여,50대,1000만원미만,서비스업,기혼,안정형,617000
여,40대,10000만원미만,사무종사자,기혼,위험중립형,11732000
여,40대,10000만원미만,서비스업,미혼,안정형,8282000
남,20대,10000만원미만,서비스업,미혼,적극투자형,11053000
남,50대,3000만원미만,기타,기혼,안정추구형,2610000
남,30대,10000만원미만,기타,미혼,안정형,15288000
여,40대,10000만원미만,전문직,미혼,위험중립형,16870000
남,40대,10000만원미만,서비스업,미혼,적극투자형,12467000
남,20대,10000만원미만,서비스업,기혼,적극투자형,14333000
남,60대,3000만원미만,사무종사자,미혼,안정추구형,2899000
여,40대,3000만원미만,서비스업,기혼,위험중립형,1992000
여,20대,3000만원미만,전문직,기혼,적극투자형,2508000
여,40대,3000만원미만,사무종사자,미혼,적극투자형,2794000
남,30대,10000만원이상,기타,미혼,공격투자형,116673000
남,60대,1000만원미만,기타,미혼,공격투자형,870000
여,40대,3000만원미만,자영업,기혼,안정형,2214000
남,30대,5000만원미만,사무종사자,미혼,적극투자형,6428000
여,50대,3000만원미만,서비스업,미혼,안정형,3802000
여,50대,3000만원미만,자영업,기혼,안정추구형,1990000
남,30대,1000만원미만,전문직,기혼,적극투자형,1194000
남,40대,5000만원미만,자영업,기혼,안정형,4588000
여,30대,5000만원미만,사무종사자,미혼,공격투자형,8728000
남,50대,10000만원미만,기타,미혼,공격투자형,16357000
여,40대,1000만원미만,서비스업,미혼,위험중립형,669000
남,50대,10000만원이상,사무종사자,미혼,안정추구형,51273000
남,20대,10000만원이상,기타,미혼,위험중립형,46443000
여,30대,3000만원미만,전문직,미혼,위험중립형,2026000
남,40대,1000만원미만,사무종사자,기혼,위험중립형,913000
여,60대,10000만원이상,사무종사자,기혼,적극투자형,39141000
남,20대,5000만원미만,서비스업,기혼,안정형,5993000
남,60대,10000만원미만,기타,기혼,안정형,11391000
남,20대,5000만원미만,자영업,기혼,안정추구형,10670000
여,30대,3000만원미만,자영업,미혼,공격투자형,2085000
여,40대,5000만원미만,전문직,미혼,적극투자형,5068000
남,40대,5000만원미만,기타,기혼,공격투자형,7008000
남,40대,5000만원미만,사무종사자,기혼,위험중립형,4510000
여,20대,10000만원미만,기타,미혼,적극투자형,11065000
여,50대,3000만원미만,자영업,미혼,안정형,1837000
여,50대,10000만원미만,전문직,미혼,공격투자형,13578000
남,50대,3000만원미만,사무종사자,미혼,안정형,5124000
남,60대,3000만원미만,서비스업,기혼,공격투자형,2039000
여,30대,5000만원미만,자영업,기혼,안정형,8390000
여,30대,3000만원미만,기타,기혼,위험중립형,1234000
남,30대,10000만원이상,전문직,기혼,안정형,29149000
여,50대,5000만원미만,기타,미혼,안정형,8188000
남,20대,10000만원이상,자영업,미혼,안정형,35201000
여,60대,5000만원미만,서비스업,기혼,적극투자형,8253000
여,60대,5000만원미만,자영업,미혼,위험중립형,5523000
여,40대,5000만원미만,자영업,미혼,공격투자형,8721000
여,40대,10000만원이상,사무종사자,기혼,안정형,21253000
남,40대,3000만원미만,자영업,기혼,안정추구형,4473000
여,50대,10000만원미만,서비스업,기혼,안정형,11174000
여,60대,5000만원미만,기타,미혼,위험중립형,3834000
여,30대,10000만원미만,기타,기혼,공격투자형,12182000
여,50대,3000만원미만,기타,기혼,안정추구형,3011000
남,50대,3000만원미만,기타,미혼,적극투자형,3348000
여,40대,1000만원미만,전문직,미혼,안정형,927000
여,40대,3000만원미만,전문직,미혼,안정형,1271000
여,20대,5000만원미만,자영업,기혼,안정형,6480000
남,30대,10000만원이상,자영업,기혼,공격투자형,46878000
여,40대,10000만원미만,자영업,기혼,공격투자형,15588000
남,40대,3000만원미만,서비스업,기혼,적극투자형,1807000
여,50대,10000만원미만,기타,미혼,위험중립형,17091000
남,50대,5000만원미만,사무종사자,미혼,적극투자형,11667000
남,30대,1000만원미만,사무종사자,기혼,적극투자형,1023000
남,30대,5000만원미만,사무종사자,기혼,적극투자형,6759000
남,30대,5000만원미만,전문직,미혼,위험중립형,3614000
여,40대,1000만원미만,자영업,기혼,안정추구형,379000
남,30대,5000만원미만,자영업,미혼,적극투자형,7573000
여,40대,10000만원이상,사무종사자,미혼,공격투자형,36391000
남,20대,3000만원미만,전문직,미혼,위험중립형,3351000
남,50대,3000만원미만,사무종사자,기혼,안정형,4439000
남,20대,10000만원이상,자영업,기혼,공격투자형,66271000
남,50대,1000만원미만,자영업,기혼,안정추구형,534000
남,50대,3000만원미만,기타,기혼,적극투자형,1805000
남,40대,3000만원미만,기타,미혼,공격투자형,2792000
남,60대,1000만원미만,전문직,미혼,안정형,828000
여,30대,3000만원미만,사무종사자,미혼,안정추구형,2039000
남,40대,3000만원미만,사무종사자,기혼,안정형,2251000
여,30대,10000만원미만,서비스업,미혼,안정추구형,19842000
남,40대,3000만원미만,전문직,기혼,안정추구형,2485000
여,40대,3000만원미만,전문직,기혼,안정추구형,2150000
남,60대,3000만원미만,자영업,미혼,안정형,2023000
여,40대,1000만원미만,자영업,기혼,안정형,779000
남,20대,5000만원미만,자영업,기혼,적극투자형,5415000
남,30대,10000만원미만,기타,기혼,적극투자형,21716000
남,50대,1000만원미만,자영업,기혼,적극투자형,725000
여,50대,3000만원미만,서비스업,기혼,위험중립형,1904000
남,40대,10000만원이상,기타,미혼,안정형,43703000
남,60대,3000만원미만,자영업,미혼,적극투자형,2107000
여,60대,3000만원미만,자영업,기혼,안정추구형,1065000
남,50대,10000만원이상,사무종사자,기혼,안정추구형,55534000
여,50대,10000만원미만,자영업,기혼,위험중립형,17261000
남,30대,3000만원미만,서비스업,미혼,위험중립형,4728000
남,20대,10000만원미만,전문직,기혼,위험중립형,16714000
여,40대,5000만원미만,기타,미혼,위험중립형,5464000
남,50대,10000만원미만,서비스업,기혼,공격투자형,20153000
남,60대,3000만원미만,전문직,미혼,공격투자형,3227000
여,40대,5000만원미만,사무종사자,기혼,적극투자형,9651000
여,40대,1000만원미만,사무종사자,기혼,위험중립형,434000
남,20대,1000만원미만,전문직,미혼,안정추구형,1156000
남,40대,3000만원미만,전문직,기혼,위험중립형,1868000
여,60대,5000만원미만,자영업,미혼,안정형,7189000
남,40대,5000만원미만,기타,기혼,공격투자형,8967000
여,50대,10000만원미만,사무종사자,기혼,위험중립형,10194000
남,60대,1000만원미만,서비스업,기혼,적극투자형,849000
여,30대,10000만원미만,사무종사자,기혼,적극투자형,9235000
남,30대,5000만원미만,전문직,미혼,안정형,7876000
여,50대,5000만원미만,자영업,미혼,위험중립형,8218000
여,20대,5000만원미만,사무종사자,미혼,위험중립형,5884000
남,30대,5000만원미만,서비스업,미혼,위험중립형,8665000
여,50대,5000만원미만,자영업,미혼,안정형,3987000
여,50대,10000만원미만,기타,기혼,안정형,6915000
여,30대,1000만원미만,기타,기혼,위험중립형,741000
남,20대,10000만원미만,서비스업,기혼,공격투자형,15867000
남,60대,5000만원미만,자영업,미혼,안정추구형,4686000
여,40대,10000만원이상,기타,미혼,위험중립형,40307000
남,40대,3000만원미만,사무종사자,기혼,안정추구형,1834000
남,50대,3000만원미만,기타,기혼,안정추구형,4770000
남,50대,3000만원미만,자영업,기혼,위험중립형,3325000
남,30대,5000만원미만,전문직,기혼,적극투자형,6879000
남,40대,10000만원이상,자영업,기혼,안정추구형,64244000
남,50대,1000만원미만,기타,미혼,안정형,834000
남,30대,10000만원미만,자영업,기혼,안정형,38375000
남,40대,5000만원미만,사무종사자,기혼,적극투자형,6739000
남,30대,3000만원미만,사무종사자,기혼,적극투자형,2769000
남,60대,5000만원미만,서비스업,기혼,위험중립형,12156000
여,20대,10000만원미만,사무종사자,기혼,안정형,22719000
남,50대,3000만원미만,전문직,미혼,위험중립형,2081000
여,40대,3000만원미만,전문직,기혼,안정형,1879000
여,40대,3000만원미만,사무종사자,기혼,적극투자형,1661000
여,30대,5000만원미만,자영업,기혼,공격투자형,7360000
여,60대,3000만원미만,자영업,기혼,공격투자형,1200000
여,40대,10000만원미만,기타,미혼,안정형,17646000
여,50대,3000만원미만,기타,기혼,위험중립형,2312000
남,20대,10000만원이상,서비스업,미혼,안정추구형,21268000
남,30대,1000만원미만,기타,미혼,안정형,789000
남,60대,1000만원미만,서비스업,기혼,안정추구형,805000
남,20대,1000만원미만,기타,기혼,안정형,658000
여,30대,3000만원미만,서비스업,미혼,안정추구형,2026000
여,30대,3000만원미만,전문직,기혼,안정형,2873000
남,30대,5000만원미만,서비스업,기혼,위험중립형,4276000
여,40대,3000만원미만,전문직,기혼,안정추구형,1865000
남,60대,3000만원미만,전문직,기혼,적극투자형,1707000
여,40대,10000만원미만,자영업,기혼,안정형,16906000
남,60대,10000만원이상,서비스업,기혼,안정형,28396000
여,50대,5000만원미만,사무종사자,기혼,적극투자형,5660000
남,60대,3000만원미만,자영업,기혼,위험중립형,4567000
남,30대,5000만원미만,서비스업,기혼,적극투자형,6264000
남,60대,5000만원미만,전문직,기혼,적극투자형,3103000
남,50대,5000만원미만,전문직,미혼,위험중립형,5533000
여,60대,5000만원미만,서비스업,기혼,안정추구형,7264000
여,20대,10000만원미만,자영업,기혼,안정추구형,7057000
남,20대,1000만원미만,기타,미혼,적극투자형,1053000
여,20대,3000만원미만,사무종사자,기혼,위험중립형,4473000
남,20대,10000만원이상,전문직,미혼,안정형,32175000
여,30대,5000만원미만,자영업,미혼,위험중립형,7051000
여,40대,10000만원미만,사무종사자,기혼,안정추구형,19900000
여,40대,10000만원미만,전문직,미혼,공격투자형,17628000
여,20대,5000만원미만,자영업,기혼,안정추구형,7445000
여,50대,1000만원미만,서비스업,기혼,공격투자형,921000
남,20대,10000만원미만,기타,기혼,안정형,9292000
여,60대,10000만원미만,서비스업,기혼,안정추구형,11817000
여,30대,1000만원미만,자영업,미혼,공격투자형,996000
여,20대,1000만원미만,사무종사자,기혼,안정형,408000
여,30대,10000만원이상,서비스업,기혼,공격투자형,60468000
남,20대,1000만원미만,사무종사자,기혼,안정형,445000
남,30대,3000만원미만,전문직,미혼,위험중립형,3269000
여,50대,1000만원미만,자영업,미혼,적극투자형,691000
남,30대,1000만원미만,사무종사자,기혼,공격투자형,953000
여,20대,1000만원미만,전문직,미혼,공격투자형,1426000
남,30대,3000만원미만,사무종사자,미혼,안정형,1875000
남,30대,1000만원미만,서비스업,기혼,적극투자형,807000
여,30대,10000만원이상,사무종사자,기혼,안정추구형,19279000
남,50대,10000만원미만,사무종사자,기혼,공격투자형,15585000
남,20대,10000만원이상,기타,미혼,위험중립형,21561000
남,40대,5000만원미만,사무종사자,미혼,공격투자형,5602000
여,20대,10000만원미만,서비스업,미혼,적극투자형,11975000
여,40대,5000만원미만,전문직,기혼,공격투자형,7441000
여,50대,3000만원미만,자영업,미혼,안정형,2815000
여,30대,5000만원미만,기타,미혼,안정추구형,6320000
여,20대,1000만원미만,서비스업,기혼,안정형,688000
남,40대,5000만원미만,기타,기혼,적극투자형,7491000
여,60대,1000만원미만,자영업,미혼,위험중립형,784000
남,50대,1000만원미만,기타,기혼,공격투자형,697000
여,40대,3000만원미만,기타,기혼,안정형,4563000
남,40대,3000만원미만,전문직,기혼,위험중립형,1541000
남,30대,10000만원미만,기타,미혼,공격투자형,19564000
여,30대,5000만원미만,자영업,기혼,위험중립형,4930000
남,50대,3000만원미만,기타,기혼,안정추구형,2520000
여,60대,5000만원미만,서비스업,미혼,공격투자형,8865000
여,40대,10000만원미만,자영업,기혼,안정형,11494000
여,50대,10000만원이상,기타,기혼,안정형,53930000
여,50대,1000만원미만,기타,기혼,위험중립형,534000
여,40대,5000만원미만,자영업,미혼,안정형,6179000
남,60대,3000만원미만,서비스업,기혼,적극투자형,2452000
여,40대,5000만원미만,서비스업,기혼,안정추구형,5676000
남,40대,3000만원미만,사무종사자,미혼,공격투자형,2457000
남,50대,10000만원미만,서비스업,기혼,안정형,19661000
여,40대,5000만원미만,서비스업,미혼,위험중립형,3353000
남,60대,1000만원미만,기타,미혼,위험중립형,1624000
남,50대,3000만원미만,사무종사자,미혼,위험중립형,2673000
여,40대,10000만원미만,사무종사자,기혼,적극투자형,24983000
남,50대,1000만원미만,자영업,미혼,안정추구형,338000
여,60대,10000만원미만,전문직,기혼,공격투자형,10703000
여,40대,5000만원미만,자영업,기혼,위험중립형,6993000
여,30대,10000만원이상,서비스업,미혼,공격투자형,59381000
남,50대,1000만원미만,서비스업,기혼,위험중립형,944000
여,20대,3000만원미만,서비스업,미혼,공격투자형,2096000
여,40대,3000만원미만,사무종사자,미혼,적극투자형,3400000
남,20대,3000만원미만,자영업,미혼,위험중립형,2468000
여,50대,3000만원미만,자영업,미혼,안정형,2053000
여,60대,10000만원이상,자영업,기혼,적극투자형,51939000
남,60대,3000만원미만,기타,기혼,위험중립형,4055000
여,30대,5000만원미만,기타,미혼,공격투자형,8089000
여,60대,5000만원미만,사무종사자,기혼,공격투자형,3734000
남,50대,10000만원미만,자영업,미혼,공격투자형,10522000
여,30대,10000만원미만,기타,기혼,안정형,10873000
여,20대,3000만원미만,자영업,미혼,안정형,2139000
여,40대,3000만원미만,전문직,기혼,안정형,1597000
남,30대,3000만원미만,서비스업,기혼,안정추구형,2563000
남,60대,3000만원미만,사무종사자,미혼,안정추구형,1623000
여,60대,5000만원미만,사무종사자,기혼,적극투자형,9143000
남,40대,10000만원미만,서비스업,기혼,공격투자형,17950000
남,40대,5000만원미만,사무종사자,기혼,위험중립형,5331000
남,20대,10000만원미만,서비스업,미혼,안정형,12213000
남,30대,5000만원미만,전문직,미혼,위험중립형,7777000
남,50대,10000만원이상,전문직,미혼,안정추구형,31449000
남,40대,3000만원미만,전문직,기혼,적극투자형,2699000
여,30대,1000만원미만,사무종사자,기혼,적극투자형,466000
여,40대,3000만원미만,전문직,미혼,안정추구형,2090000
남,40대,5000만원미만,사무종사자,미혼,적극투자형,5198000
남,40대,10000만원미만,서비스업,기혼,안정형,17559000
여,40대,10000만원미만,전문직,미혼,위험중립형,10242000
여,40대,5000만원미만,기타,기혼,안정추구형,6688000
남,60대,5000만원미만,사무종사자,미혼,안정형,4271000
여,60대,3000만원미만,전문직,미혼,안정추구형,2460000
남,40대,10000만원미만,전문직,미혼,안정추구형,18760000
여,20대,1000만원미만,기타,미혼,위험중립형,642000
남,60대,10000만원이상,자영업,기혼,공격투자형,94082000
여,40대,10000만원미만,사무종사자,기혼,공격투자형,23888000
남,20대,10000만원미만,사무종사자,기혼,위험중립형,13780000
여,60대,5000만원미만,서비스업,기혼,적극투자형,7990000
남,40대,10000만원이상,기타,기혼,적극투자형,52425000
남,30대,10000만원미만,서비스업,기혼,위험중립형,15198000
남,50대,5000만원미만,사무종사자,기혼,안정추구형,5507000
여,30대,10000만원미만,서비스업,미혼,적극투자형,13537000
남,50대,1000만원미만,기타,기혼,안정형,723000
여,40대,5000만원미만,자영업,기혼,안정추구형,7999000
여,30대,5000만원미만,기타,기혼,적극투자형,8090000
여,30대,5000만원미만,사무종사자,기혼,공격투자형,5248000
여,30대,5000만원미만,기타,기혼,위험중립형,7833000
여,30대,1000만원미만,사무종사자,기혼,위험중립형,533000
여,30대,3000만원미만,전문직,기혼,공격투자형,2652000
여,30대,10000만원미만,기타,기혼,적극투자형,13335000
여,30대,5000만원미만,사무종사자,기혼,위험중립형,7524000
남,40대,10000만원이상,기타,기혼,위험중립형,54444000
남,30대,10000만원미만,기타,미혼,안정형,15214000
여,50대,10000만원이상,서비스업,미혼,안정추구형,53479000
남,40대,10000만원미만,전문직,기혼,위험중립형,9924000
여,30대,1000만원미만,사무종사자,기혼,안정형,571000
여,40대,5000만원미만,서비스업,기혼,공격투자형,4892000
여,30대,3000만원미만,기타,미혼,공격투자형,3252000
여,50대,5000만원미만,서비스업,기혼,적극투자형,8958000
남,40대,1000만원미만,자영업,기혼,안정추구형,1117000
남,60대,5000만원미만,기타,기혼,안정추구형,5005000
남,20대,5000만원미만,서비스업,기혼,위험중립형,5015000
여,30대,3000만원미만,기타,기혼,안정형,1688000
남,50대,5000만원미만,사무종사자,미혼,위험중립형,5972000
남,30대,3000만원미만,자영업,미혼,안정형,1574000
여,20대,1000만원미만,사무종사자,미혼,적극투자형,924000
남,40대,1000만원미만,자영업,기혼,위험중립형,928000
남,60대,10000만원이상,자영업,기혼,적극투자형,35705000
여,40대,3000만원미만,자영업,기혼,안정형,1466000
여,40대,3000만원미만,사무종사자,기혼,위험중립형,3177000
남,20대,3000만원미만,전문직,기혼,적극투자형,2346000
남,50대,3000만원미만,서비스업,미혼,적극투자형,2612000
여,60대,10000만원미만,사무종사자,기혼,안정추구형,15841000
남,20대,10000만원미만,기타,기혼,안정추구형,6828000
여,30대,5000만원미만,전문직,기혼,적극투자형,4345000
여,30대,10000만원미만,전문직,기혼,위험중립형,12819000
남,50대,5000만원미만,서비스업,기혼,위험중립형,6925000
여,60대,3000만원미만,사무종사자,기혼,공격투자형,2411000
여,60대,3000만원미만,사무종사자,미혼,안정추구형,1482000
여,30대,5000만원미만,전문직,기혼,공격투자형,4999000
남,30대,10000만원이상,기타,기혼,위험중립형,23722000
남,50대,10000만원미만,사무종사자,미혼,공격투자형,22872000
남,30대,3000만원미만,사무종사자,미혼,안정형,2003000
남,60대,1000만원미만,사무종사자,기혼,안정추구형,698000
여,30대,3000만원미만,자영업,기혼,위험중립형,1676000
여,30대,1000만원미만,기타,기혼,위험중립형,810000
남,30대,1000만원미만,자영업,기혼,공격투자형,914000
여,60대,1000만원미만,사무종사자,미혼,위험중립형,537000
남,20대,3000만원미만,전문직,미혼,위험중립형,3139000
여,60대,1000만원미만,자영업,기혼,공격투자형,528000
여,20대,5000만원미만,자영업,미혼,적극투자형,5816000
남,50대,3000만원미만,사무종사자,미혼,안정형,1965000
여,30대,5000만원미만,서비스업,기혼,공격투자형,6867000
여,60대,10000만원이상,기타,미혼,적극투자형,80092000
남,60대,10000만원미만,기타,미혼,안정추구형,21543000
남,60대,10000만원미만,서비스업,미혼,안정형,8538000
남,30대,3000만원미만,자영업,미혼,공격투자형,2436000
여,20대,3000만원미만,서비스업,미혼,안정형,1763000
여,60대,3000만원미만,자영업,미혼,안정추구형,2243000
여,40대,3000만원미만,서비스업,기혼,위험중립형,2270000
여,30대,10000만원미만,전문직,기혼,안정형,9295000
여,40대,5000만원미만,자영업,기혼,공격투자형,9254000
남,60대,3000만원미만,전문직,미혼,적극투자형,2628000
여,20대,5000만원미만,기타,미혼,안정추구형,6887000
남,40대,10000만원미만,자영업,기혼,안정형,13075000
여,20대,5000만원미만,서비스업,기혼,적극투자형,5356000
여,30대,1000만원미만,기타,기혼,안정형,996000
여,50대,3000만원미만,전문직,미혼,공격투자형,4917000
남,40대,5000만원미만,사무종사자,기혼,공격투자형,5971000
여,50대,10000만원미만,서비스업,미혼,안정추구형,13637000
여,40대,3000만원미만,서비스업,기혼,위험중립형,2689000
여,40대,3000만원미만,자영업,기혼,안정형,2086000
남,30대,1000만원미만,기타,미혼,적극투자형,1074000
남,40대,3000만원미만,전문직,기혼,안정추구형,2441000
여,40대,10000만원미만,사무종사자,미혼,안정형,20656000
여,30대,5000만원미만,자영업,미혼,적극투자형,4432000
남,20대,3000만원미만,사무종사자,미혼,적극투자형,3007000
여,50대,10000만원미만,전문직,미혼,안정추구형,13216000
여,30대,3000만원미만,서비스업,미혼,적극투자형,1912000
남,20대,5000만원미만,기타,기혼,안정추구형,8011000
여,60대,10000만원미만,기타,미혼,적극투자형,23963000
남,30대,5000만원미만,전문직,기혼,안정추구형,6699000
남,20대,5000만원미만,서비스업,미혼,안정추구형,6046000
남,40대,10000만원미만,기타,기혼,안정형,13762000
남,40대,3000만원미만,자영업,미혼,공격투자형,4130000
남,50대,1000만원미만,자영업,기혼,적극투자형,743000
여,40대,3000만원미만,사무종사자,기혼,안정추구형,1295000
남,40대,3000만원미만,자영업,미혼,위험중립형,1614000
남,50대,10000만원미만,전문직,미혼,공격투자형,29070000
여,30대,3000만원미만,서비스업,미혼,위험중립형,2385000
여,50대,10000만원미만,자영업,미혼,적극투자형,17222000
남,40대,10000만원미만,기타,미혼,안정형,15499000
남,50대,3000만원미만,자영업,기혼,공격투자형,2864000
여,40대,3000만원미만,전문직,기혼,안정형,1774000
남,20대,3000만원미만,자영업,미혼,위험중립형,3309000
여,30대,10000만원이상,기타,기혼,안정형,47482000
남,30대,5000만원미만,자영업,기혼,위험중립형,3964000
남,20대,10000만원미만,사무종사자,기혼,안정형,7698000
남,40대,5000만원미만,서비스업,기혼,공격투자형,7756000
남,20대,5000만원미만,전문직,미혼,공격투자형,3594000
남,40대,1000만원미만,전문직,기혼,안정형,920000
여,60대,3000만원미만,서비스업,기혼,공격투자형,2550000
여,60대,10000만원미만,서비스업,기혼,적극투자형,10507000
여,40대,5000만원미만,서비스업,기혼,안정형,4589000
여,20대,5000만원미만,서비스업,기혼,적극투자형,6575000
여,40대,1000만원미만,사무종사자,기혼,적극투자형,393000
여,30대,5000만원미만,전문직,미혼,공격투자형,4004000
남,30대,5000만원미만,전문직,기혼,공격투자형,5299000
남,60대,1000만원미만,사무종사자,미혼,안정형,461000
여,30대,1000만원미만,서비스업,미혼,안정형,763000
여,30대,5000만원미만,전문직,미혼,공격투자형,6331000
남,50대,5000만원미만,자영업,미혼,안정형,4482000
남,30대,3000만원미만,서비스업,기혼,안정형,2439000
남,50대,5000만원미만,자영업,기혼,안정추구형,3777000
남,30대,10000만원이상,기타,기혼,공격투자형,60963000
여,40대,10000만원미만,사무종사자,기혼,안정형,13796000
여,40대,10000만원미만,기타,기혼,위험중립형,5282000
